0   0.00290567  -0.00000052   0.49058701  -0.00179748   0.00855488   0.00169239  -0.25350266  -0.02869833   0.00580689   0.53539762   0.03238879  -0.29047317  -0.26012638   0.03269805  -0.00078643   0.54033861  -0.03136653  -0.28864825  -0.00090907   0.14424355   0.00040339   0.00110574  -0.19999892  -0.00010025  -1.50079928   0.00120526   0.20099959   0.00000010  -1.50109847 
  0.00200000   0.00290568  -0.00000131   0.49058702  -0.00181269   0.00855495   0.00167452  -0.25352026  -0.02868646   0.00587663   0.53541727   0.03267034  -0.29041828  -0.26010891   0.03272978  -0.00082346   0.54031871  -0.03165184  -0.28869899  -0.00089417   0.14424337   0.00042188   0.00110654  -0.20000286  -0.00010099  -1.50080047   0.00120459   0.20099564  -0.00000034  -1.50109726 
  0.00400000   0.00290599  -0.00000201   0.49058684  -0.00182796   0.00855199   0.00165603  -0.25353093  -0.02867743   0.00591836   0.53542332   0.03266659  -0.29038710  -0.26008405   0.03276157  -0.00084118   0.54029767  -0.03165014  -0.28873229  -0.00087910   0.14424649   0.00044106   0.00110727  -0.20000740  -0.00010186  -1.50080214   0.00120371   0.20099143  -0.00000083  -1.50109626 
  0.00600000   0.00290610  -0.00000161   0.49058677  -0.00182247   0.00855092   0.00166291  -0.25352036  -0.02869037   0.00592022   0.53539534   0.03266181  -0.29038613  -0.26008994   0.03275521  -0.00086071   0.54032443  -0.03163032  -0.28873710  -0.00088424   0.14424773   0.00043404   0.00110701  -0.20000655  -0.00010171  -1.50080199   0.00120379   0.20099241  -0.00000073  -1.50109667 
  0.00800000   0.00290600  -0.00000132   0.49058681  -0.00181841   0.00855177   0.00166749  -0.25351820  -0.02869644   0.00592168   0.53539535   0.03266008  -0.29039546  -0.26009642   0.03274902  -0.00085778   0.54033017  -0.03160859  -0.28872598  -0.00088842   0.14424686   0.00042933   0.00110684  -0.20000550  -0.00010151  -1.50080160   0.00120399   0.20099338  -0.00000062  -1.50109689 
  0.01000000   0.00290594  -0.00000131   0.49058684  -0.00182087   0.00855239   0.00166391  -0.25352376  -0.02869153   0.00592331   0.53540806   0.03265126  -0.29039460  -0.26009350   0.03275020  -0.00084219   0.54031825  -0.03158942  -0.28872510  -0.00088641   0.14424618   0.00043307   0.00110702  -0.20000614  -0.00010163  -1.50080174   0.00120391   0.20099266  -0.00000070  -1.50109660 
  0.01200000   0.00290593  -0.00000105   0.49058684  -0.00181987   0.00855254   0.00166481  -0.25352310  -0.02869172   0.00591685   0.53540580   0.03264543  -0.29039363  -0.26009462   0.03274511  -0.00083324   0.54031969  -0.03157364  -0.28872623  -0.00088780   0.14424603   0.00043220   0.00110702  -0.20000605  -0.00010161  -1.50080171   0.00120392   0.20099272  -0.00000069  -1.50109659 
  0.01400000   0.00290589  -0.00000067   0.49058686  -0.00181721   0.00855287   0.00166791  -0.25352081  -0.02869447   0.00591012   0.53540269   0.03264326  -0.29039725  -0.26009843   0.03273806  -0.00082584   0.54032422  -0.03155832  -0.28872290  -0.00089099   0.14424570   0.00042907   0.00110692  -0.20000542  -0.00010150  -1.50080149   0.00120403   0.20099332  -0.00000063  -1.50109672 
  0.01600000   0.00290584  -0.00000037   0.49058688  -0.00181722   0.00855331   0.00166784  -0.25352213  -0.02869392   0.00590804   0.53540658   0.03264216  -0.29039855  -0.26009915   0.03273541  -0.00081636   0.54032218  -0.03154576  -0.28872127  -0.00089182   0.14424523   0.00042923   0.00110695  -0.20000539  -0.00010150  -1.50080146   0.00120404   0.20099330  -0.00000063  -1.50109666 
  0.01800000   0.00290581  -0.00000001   0.49058688  -0.00181771   0.00855351   0.00166737  -0.25352308  -0.02869354   0.00590688   0.53540789   0.03264218  -0.29039746  -0.26009907   0.03273352  -0.00080933   0.54032129  -0.03153516  -0.28872221  -0.00089237   0.14424501   0.00042982   0.00110700  -0.20000551  -0.00010154  -1.50080150   0.00120401   0.20099315  -0.00000065  -1.50109657 
  0.02000000   0.00290580   0.00000049   0.49058688  -0.00181728   0.00855356   0.00166822  -0.25352223  -0.02869509   0.00590571   0.53540589   0.03264369  -0.29039748  -0.26010011   0.03273043  -0.00080494   0.54032334  -0.03152518  -0.28872244  -0.00089404   0.14424497   0.00042907   0.00110699  -0.20000537  -0.00010153  -1.50080148   0.00120402   0.20099329  -0.00000065  -1.50109657 
  0.02200000   0.00290578   0.00000104   0.49058688  -0.00181727   0.00855366   0.00166871  -0.25352193  -0.02869643   0.00590604   0.53540550   0.03264573  -0.29039780  -0.26010091   0.03272802  -0.00080042   0.54032435  -0.03151517  -0.28872233  -0.00089559   0.14424486   0.00042870   0.00110700  -0.20000527  -0.00010153  -1.50080148   0.00120402   0.20099338  -0.00000065  -1.50109655 
  0.02400000   0.00290576   0.00000168   0.49058688  -0.00181778   0.00855378   0.00166870  -0.25352215  -0.02869739   0.00590711   0.53540568   0.03264776  -0.29039718  -0.26010129   0.03272619  -0.00079583   0.54032477  -0.03150512  -0.28872295  -0.00089692   0.14424473   0.00042887   0.00110703  -0.20000525  -0.00010155  -1.50080151   0.00120400   0.20099338  -0.00000066  -1.50109649 
  0.02600000   0.00290574   0.00000245   0.49058688  -0.00181803   0.00855385   0.00166906  -0.25352182  -0.02869908   0.00590789   0.53540458   0.03265008  -0.29039655  -0.26010202   0.03272336  -0.00079042   0.54032614  -0.03148903  -0.28872370  -0.00089881   0.14424464   0.00042868   0.00110706  -0.20000519  -0.00010157  -1.50080153   0.00120398   0.20099343  -0.00000067  -1.50109645 
  0.02800000   0.00290572   0.00000334   0.49058688  -0.00181828   0.00855395   0.00166967  -0.25352128  -0.02870103   0.00590869   0.53540330   0.03265259  -0.29039620  -0.26010308   0.03272030  -0.00078555   0.54032790  -0.03147838  -0.28872411  -0.00090106   0.14424453   0.00042826   0.00110707  -0.20000504  -0.00010158  -1.50080154   0.00120397   0.20099357  -0.00000067  -1.50109642 
  0.03000000   0.00290570   0.00000434   0.49058688  -0.00181886   0.00855405   0.00167014  -0.25352087  -0.02870279   0.00590966   0.53540230   0.03265519  -0.29039559  -0.26010404   0.03271751  -0.00078063   0.54032936  -0.03146725  -0.28872474  -0.00090337   0.14424441   0.00042800   0.00110709  -0.20000489  -0.00010159  -1.50080155   0.00120396   0.20099371  -0.00000068  -1.50109638 
  0.03200000   0.00290567   0.00000547   0.49058688  -0.00181958   0.00855414   0.00167070  -0.25352027  -0.02870471   0.00591049   0.53540089   0.03265801  -0.29039475  -0.26010511   0.03271463  -0.00077607   0.54033116  -0.03145636  -0.28872559  -0.00090594   0.14424431   0.00042768   0.00110711  -0.20000469  -0.00010160  -1.50080156   0.00120395   0.20099389  -0.00000069  -1.50109634 
  0.03400000   0.00290564   0.00000673   0.49058688  -0.00182036   0.00855421   0.00167144  -0.25351942  -0.02870692   0.00591118   0.53539904   0.03266118  -0.29039392  -0.26010641   0.03271150  -0.00077177   0.54033338  -0.03144541  -0.28872646  -0.00090888   0.14424422   0.00042719   0.00110712  -0.20000444  -0.00010160  -1.50080156   0.00120395   0.20099413  -0.00000069  -1.50109631 
  0.03600000   0.00290562   0.00000814   0.49058687  -0.00182128   0.00855428   0.00167223  -0.25351850  -0.02870930   0.00591195   0.53539711   0.03266471  -0.29039300  -0.26010781   0.03270819  -0.00076735   0.54033572  -0.03143364  -0.28872741  -0.00091211   0.14424412   0.00042668   0.00110713  -0.20000415  -0.00010161  -1.50080157   0.00120394   0.20099441  -0.00000069  -1.50109629 
